,means,variances,residual_variances,highly_variable_rank,highly_variable_nbatches,highly_variable_intersection,highly_variable
SMIM36,0.00770192334444917,0.014815902867037808,0.9380773128384473,12357.5,116,False,False
TMEM100,0.004751225193069759,0.00552855681697899,1.427000475806101,8760.0,259,False,True
PCTP,0.09618063698115607,0.1613587422878858,1.1872574985386517,14234.0,309,False,True
AC090618.1,0.003659680515753618,0.004192806927323372,0.7368082491474778,13694.5,72,False,False
ANKFN1,0.2358745076373349,0.844376255748198,2.3453190509142594,3126.5,346,True,True
NOG,0.003111672423318614,0.003920774582554002,1.3484756169856549,10013.0,255,False,True
C17orf67,0.0631332151530448,0.08784559142286687,1.247874529872878,13212.0,325,False,True
AC106858.1,0.0005634099517872119,0.0005730294891670983,0.7062070266229167,12222.0,99,False,False
DGKE,0.34526944310851254,0.8215831819922182,1.0589176750179947,17384.5,218,False,True
TRIM25,0.08103067255448283,0.11267428752203941,1.0265545471766677,17163.0,225,False,True
AC015912.1,2.2357537769333804e-05,2.2357049017584648e-05,0.07917609619627419,14712.0,11,False,False
AC015912.3,0.0003045593478355916,0.00031142242458166307,0.6988437058659207,11470.0,121,False,False
COIL,0.06836438215689626,0.0827751287746087,1.2283081045230129,14583.0,337,False,True
AC004584.1,0.0004317488960344684,0.000442493060569264,0.6177591690590483,10778.0,75,False,False
SCPEP1,0.15497798030946808,0.2771404812361957,0.9974987521564869,17968.0,191,False,True
AC004584.3,0.007685527816751659,0.008213722551861084,0.8801197842704376,14771.0,104,False,False
AC007114.1,0.013625180350804672,0.015491467640948052,1.2888032211370228,12187.0,303,False,True
AKAP1,0.09695818246135623,0.12537239815285262,1.1094709909424938,16107.0,284,False,True
AC007114.2,0.006722166355979697,0.007127114136879955,0.8908864772426434,14579.0,109,False,False
AC003950.1,0.0002588506039516203,0.0002637520730840188,0.5408642940845347,13395.5,68,False,False
AC091181.2,0.0008113302039404912,0.0008404824151801629,1.0162506457302043,9504.5,156,False,False
MSI2,1.3553601451550719,9.438414150032674,4.977759034845678,612.5,346,True,True
AC007431.2,0.000479941810781699,0.0007897363827427305,0.7952284215017614,11993.5,126,False,False
AC007431.1,0.0012947498539307531,0.001376542301665306,1.1290070704494624,9215.0,192,False,True
CCDC182,1.291768848894842e-05,1.2917528040141884e-05,0.054243363504177446,14593.0,8,False,False
AC015845.2,0.025849288334731095,0.036128364737331796,1.1238533617470476,15379.0,247,False,True
MRPS23,0.06673923757815202,0.07941698714401631,1.3304291803227157,12558.0,316,False,True
CUEDC1,0.2587378225944283,0.42469869621396156,2.711101620574798,2189.0,346,True,True
AC015845.1,0.005041873184071099,0.0052559293814108225,1.7137383481852777,6122.0,317,False,True
AC015813.4,0.0008987730183272189,0.0009138643729526734,1.3839085174203547,6885.0,243,False,True
VEZF1,0.167431128846987,0.21928998352106058,1.9470705215705029,4547.0,345,False,True
AC015813.1,0.10914204687729785,0.1448000171171317,0.8521901374451752,18624.0,53,False,False
SRSF1,0.23645381628264697,0.3219356188553,1.196107626790146,14622.0,337,False,True
AC015813.8,0.00038305914711458586,0.00038589360956544543,0.6438293362679686,12482.0,84,False,False
AC015813.3,0.00034480291582039246,0.00034667153569850596,0.6518264242182877,12747.0,102,False,False
DYNLL2,0.10349204866590088,0.12604753601757268,1.622043412309994,8604.5,334,False,True
OR4D1,0.0006672482938714511,0.0006896577881733195,0.7418560333587446,12374.0,107,False,False
OR4D2,3.0306884531763604e-05,3.030598108156065e-05,0.09290078847643561,11517.0,11,False,False
